Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Abs_Pressure,Temperature
75662598,-0.0016830766302398104,0.0031377892305756994,9.818331549200657,-0.0002756041660242039,-2.0518209438752957e-05,0.00018235443861130783,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75667708,-0.0034052783352187532,0.008499569754829545,9.813756773504856,-0.00028635584859068277,-0.0001273645847132249,-3.595449595223023e-05,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75672588,-0.001920399973993625,0.006737224321594376,9.812747786078098,-0.00012833641195094915,-0.00022339340090097917,-0.00014865147238224587,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75677818,-0.004469727883940067,0.011751792888870377,9.81261713269675,-1.5826514943109414e-05,-0.0004867841433761461,-0.0002170084538832291,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75682804,-0.0072017589312842745,0.011997900467147965,9.814938375982884,6.314479359651212e-05,-0.0004289268925813778,-0.00015507004570308914,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75687583,-0.005726037333612766,0.009386635880699296,9.811661551031712,0.0003851433564640325,-0.0002443666979698284,1.1630309590780365e-05,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75692712,0.0005283749002167326,0.008700169186821122,9.816222975287083,0.0005833133462082338,-8.054267696848197e-05,-9.22972161518394e-05,155815.015625,99418.5546875,285316.28125,997.83935546875,45.39236068725586
75717741,0.0014471283453652006,0.00467393503688826,9.813446829352024,0.00011157891894334223,0.0005996264864197181,-0.00029872688753157696,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75727751,-0.00910703630269083,0.012976519327392716,9.808857748541477,0.00028441642534096954,0.0006947172279441909,-0.0005846019688490762,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75737582,-0.008809244046812381,0.00665900812648787,9.809488127264622,0.0006728204887557518,0.0007191308014998393,-4.3467784389851895e-05,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75747593,-0.004965012679701175,-0.003180474478969436,9.812831709417942,0.0004399408633552235,0.00041870878170898124,0.0002468536928333358,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75757758,-0.0026324519616416353,-0.004460327763328414,9.818390677008274,7.179783169056516e-05,0.000256261189989298,2.0832574936955774e-05,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75767766,0.005469652106160794,-0.004890174109706741,9.823783705267552,0.00021704216377918837,-0.00017912848294058872,-0.0002038989390442132,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75777812,0.00360554664313284,0.006931103329887528,9.82101614240134,0.0002262745681881648,0.0003003400253337057,-0.00012051255032047471,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75787596,-0.0010198855501464266,0.007698140602340836,9.820072958502415,9.144864342750277e-05,9.988751675423177e-05,-0.00022047562230937025,155178.625,96660.828125,292066.28125,997.8292846679688,45.38860321044922
75797563,0.0002741908925720793,0.0019847373773957677,9.813178846869114,0.00025730131782700536,-0.0002225596052622242,-0.0002481240284126236,161330.4375,95812.3203125,281566.25,997.8530883789062,45.39773178100586
75807812,0.002802403857106839,0.0008810307195092626,9.80650598767722,0.00014560227172558425,8.011382500712702e-05,-0.0005979290784765019,161330.4375,95812.3203125,281566.25,997.8530883789062,45.39773178100586
75817764,-0.0010559761625579256,0.0008853073527718969,9.80341417554343,-6.547380696355884e-06,0.00022802690195107775,0.0002822581824418173,161330.4375,95812.3203125,281566.25,997.8530883789062,45.39773178100586
75827795,-0.0005369612675956148,0.0023075412323380895,9.803330252203587,-1.7473196937425582e-05,0.0002585654493859218,0.00012886238403525362,161330.4375,95812.3203125,281566.25,997.8530883789062,45.39773178100586
75837555,0.00084632097660986,0.004651866417160172,9.806096861395481,-0.00019660710059462818,7.43890469866054e-05,-0.00021437956308573326,161330.4375,95812.3203125,281566.25,997.8530883789062,45.39773178100586
